Protein A (gene name)	Protein B (gene name)	PubMed ID	Source databases
Actrt3	Vcpip1	18692047|18692047	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Actrt3	Vcp	18692047|18692047	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Acvr1	Diablo	15761153|15761153	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Acvr1b	Gdf11	16845371	"psi-mi:""MI:0463""(biogrid)"
Acvr1c	Gdf11	16845371	"psi-mi:""MI:0463""(biogrid)"
Acvr2a	Magi2	10681527	"psi-mi:""MI:0463""(biogrid)"
Acvr2b	Gdf11	16845371|16845371	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Acvrl1	Tgfbr2	18337748|18337748	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Acvrl1	Tgfbr1	14580334	"psi-mi:""MI:0463""(biogrid)"
Acy3	Acy3	MINT-5219861|23010594|20921362|17434493|23010594	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|MI:0465(dip)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Adam10	Cdh1	15958533	MI:0974(innatedb)
Adam10	Dlg1	17301176	"psi-mi:""MI:0463""(biogrid)"
Adam11	Lgi1	18974846	MI:0974(innatedb)
Adam11	Lgi4	18974846	MI:0974(innatedb)
Adam12	Grb2	11127814|11127814	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Adam17	Rhbdf2	22246778	MI:0974(innatedb)
Adam22	Lgi4	18974846	MI:0974(innatedb)
Adam22	Lgi1	18974846	MI:0974(innatedb)
Adam23	Lgi1	18974846	MI:0974(innatedb)
Adam23	Prnp	19477226	MI:0974(innatedb)
Adam23	Lgi4	18974846	MI:0974(innatedb)
Adam9	Pacsin3	10531379	"psi-mi:""MI:0486""(UniProt)"
Adam9	Sh3gl2	10531379	"psi-mi:""MI:0486""(UniProt)"
Adcy3	Cav1	12122055	"psi-mi:""MI:0463""(biogrid)"
Adcy3	Stoml3	12122055	"psi-mi:""MI:0463""(biogrid)"
Adcy8	Calm1	16258073	"psi-mi:""MI:0463""(biogrid)"
Adcy8	Ppp2ca	16258073	"psi-mi:""MI:0463""(biogrid)"
Adcy8	Ppp2r1a	16258073	"psi-mi:""MI:0463""(biogrid)"
Adcyap1r1	Igf1r	17332755|17332755	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Add1	Smarcc1	17074803	"psi-mi:""MI:0463""(biogrid)"
Add1	Sin3a	17074803	"psi-mi:""MI:0463""(biogrid)"
Add1	Smarca4	17074803	"psi-mi:""MI:0463""(biogrid)"
Adgrg1	Col3a1	22238662	"psi-mi:""MI:0486""(UniProt)"
Adgrl3	Flrt2	25728924	MI:0465(dip)
Adipoq	Gstk1	19011089	MI:0465(dip)
Adipoq	Cdh13	15210937	"psi-mi:""MI:0463""(biogrid)"
Adipoq	Adipoq	17292892|d-11-00160|MINT-8373806|19855092|19011089|17292892|22583869|21536037	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|MI:0465(dip)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Adnp	Cbx5	17222401	"psi-mi:""MI:0463""(biogrid)"
Adora2a	Tsnax	16617164	"psi-mi:""MI:1262""(I2D)"
Adra2a	Adrbk1	15218143	"psi-mi:""MI:0463""(biogrid)"
Adrb1	Pde4d	18188154|18188154	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Adrb1	Prkaca	18188154|18188154	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Adrb2	Adrb1	21614075	MI:0465(dip)
Adrb2	Erbb2	17043217	MI:0465(dip)
Adrb3	Cav3	24190960	"psi-mi:""MI:0469""(IntAct)"
Adrb3	Src	11013230	MI:0974(innatedb)
Adrbk1	Gnb1	7972043	"psi-mi:""MI:0463""(biogrid)"
Adrbk1	Pik3cg	19429709	MI:0465(dip)
Adrbk1	Mdm2	21081496	"psi-mi:""MI:0463""(biogrid)"
Adrbk1	Nedd4	17544362	"psi-mi:""MI:0463""(biogrid)"
Adrbk1	Gng2	7972043	"psi-mi:""MI:0463""(biogrid)"
Adrbk1	Nedd4l	17544362	"psi-mi:""MI:0463""(biogrid)"
Adrbk1	Scnn1b	17544362	"psi-mi:""MI:0463""(biogrid)"
Adrm1	Ubc	18497817	"psi-mi:""MI:0463""(biogrid)"
Adssl1	Adssl1	11560929	"psi-mi:""MI:0463""(biogrid)"
Aes	Six6	12050133|12050133	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Aes	Six3	12050133|12050133	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Aes	Tle1	21251616	"psi-mi:""MI:0463""(biogrid)"
Aes	Hdac3	21251616	"psi-mi:""MI:0463""(biogrid)"
Afdn	Ssx2ip	12446711	"psi-mi:""MI:1222""(mbinfo)"
Agap2	Dcc	18469807	"psi-mi:""MI:0469""(IntAct)"
Agap2	Unc5b	18469807	"psi-mi:""MI:0469""(IntAct)"
Agap2	Grip1	MINT-8299421|21847098	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Agap2	Prlr	20075866	"psi-mi:""MI:0463""(biogrid)"
Agap2	Stat5a	20075866	"psi-mi:""MI:0463""(biogrid)"
Agap3	Pml	16461359	"psi-mi:""MI:0463""(biogrid)"
Ager	Prkcz	21829704	MI:0974(innatedb)
Ager	Irak4	21829704	MI:0974(innatedb)
Ager	Hmgb1	22842346	"psi-mi:""MI:0974""(InnateDB)"
Agfg1	Eps15	9303539	"psi-mi:""MI:0463""(biogrid)"
Ago1	Trim32	19269368	"psi-mi:""MI:0463""(biogrid)"
Ago2	Cnot7	19716330	"psi-mi:""MI:0486""(UniProt)"
Ago2	Pabpc1	19716330	"psi-mi:""MI:0486""(UniProt)"
Ago2	Rc3h1	25697406	"psi-mi:""MI:0469""(IntAct)"
Ago2	Ubc	22508726	"psi-mi:""MI:0463""(biogrid)"
Agrn	Dvl3	12165471	"psi-mi:""MI:0463""(biogrid)"
Agrn	Dvl1	12165471	"psi-mi:""MI:0463""(biogrid)"
Agrn	Dvl2	12165471	"psi-mi:""MI:0463""(biogrid)"
Agrn	Pak1	12165471	"psi-mi:""MI:0463""(biogrid)"
Agtr1a	Arrb1	11579203	"psi-mi:""MI:0463""(biogrid)"
Agtr1a	Agt	10358057	"psi-mi:""MI:0463""(biogrid)"
Agtr1a	Agtrap	15757644|10358057|10358057|15757644	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0471""(MINT)"
Agtrap	Agtr1a	15757644|10358057|15757644	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0471""(MINT)"
Ahi1	Hap1	21146532|MINT-8076316	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ahnak	S100a10	23415230	"psi-mi:""MI:0463""(biogrid)"
Ahnak	Anxa2	23415230	"psi-mi:""MI:0463""(biogrid)"
Ahnak2	Anxa2	23415230	"psi-mi:""MI:0463""(biogrid)"
Ahnak2	S100a10	23415230	"psi-mi:""MI:0463""(biogrid)"
Ahr	Maf	20676095|20676092	MI:0974(innatedb)|MI:0974(innatedb)
Ahr	Hsp90ab1	8828811	MI:0465(dip)
Ahr	Afmid	25453901	"psi-mi:""MI:0469""(IntAct)"
Ahr	Calcoco1	15383530	"psi-mi:""MI:0463""(biogrid)"
Ahr	Tdo2	25453901	"psi-mi:""MI:0469""(IntAct)"
Ahrr	Arnt	19251700	"psi-mi:""MI:0463""(biogrid)"
Ahsg	Tlr4	22842477	MI:0974(innatedb)
Aicda	Supt5	23964096	"psi-mi:""MI:0463""(biogrid)"
Aicda	Exosc6	21255825	"psi-mi:""MI:0469""(IntAct)"
Aicda	Exosc3	21255825|23964096	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Aicda	Exosc5	21255825	"psi-mi:""MI:0469""(IntAct)"
Aicda	Tdg	21722948|21722948	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Aicda	Apex1	24097111	MI:0974(innatedb)
Aicda	Nedd4	23964096	"psi-mi:""MI:0463""(biogrid)"
Aicda	Gadd45a	21722948|21722948	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Aifm1	Aifm1	20360685	"psi-mi:""MI:0471""(MINT)"
Aifm1	Bag6	18056262	"psi-mi:""MI:0463""(biogrid)"
Aim2	Pycard	IM-23404|25327779	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Aim2	Ralb	22286270	"psi-mi:""MI:0974""(InnateDB)"
Aim2	Aim2	19158676	"psi-mi:""MI:0486""(UniProt)"
Aip	Thrb	16936638|16936638	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Aip	Gnaq	19390533|MINT-7228037	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Aip	Gna13	19390533|MINT-7228037	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Aire	Aire	11533054	"psi-mi:""MI:0469""(IntAct)"
Ajuba	Thra	20133701	MI:0465(dip)
Ajuba	Grb2	10330178	MI:0974(innatedb)
Akap1	Dnm1l	22099302	"psi-mi:""MI:0463""(biogrid)"
Akap1	Siah2	18323779|18323779	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Akap1	Rps27a	18323779|18323779	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Akap3	Brap	25820252|25820252	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Akap5	Ppp3cb	22940692|22940692	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Akap5	Prkar2a	22940692|22940692	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Akap6	Rapgef3	23540699	"psi-mi:""MI:0469""(IntAct)"
Akap6	Prkd1	23540699	"psi-mi:""MI:0469""(IntAct)"
Akap8	Ddx5	11279182	"psi-mi:""MI:0486""(UniProt)"
Akap8	Nfkb1	19531803|19531803	"MI:0974(innatedb)|psi-mi:""MI:0486""(UniProt)"
Akap8	Ccnd1	14641107	"psi-mi:""MI:0486""(UniProt)"
Akap9	Tsnax	12036294	"psi-mi:""MI:0463""(biogrid)"
Akip1	Rac1	17227220	"psi-mi:""MI:0463""(biogrid)"
Akirin2	Nfkbiz	25107474|IM-23815	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Akt1	Tbk1	21106850	MI:0974(innatedb)
Akt1	Trib3	12791994	"psi-mi:""MI:0469""(IntAct)"
Akt1	Sox2	25042802	"psi-mi:""MI:0463""(biogrid)"
Akt1	Hspb1	12740362	"psi-mi:""MI:0463""(biogrid)"
Akt1	Ttc3	20059950	"psi-mi:""MI:0463""(biogrid)"
Akt1	Pawr	16209943	MI:0974(innatedb)
Akt1	Hist2h2bb	9582374	"psi-mi:""MI:0463""(biogrid)"
Akt1	Akt1	7891724	"psi-mi:""MI:0463""(biogrid)"
Akt1	Wdfy2	18388859|18388859	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Akt1	Mtor	17660512	MI:0974(innatedb)
Akt1	Rps27a	MINT-6978742|18566586	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Akt1	Clip3	19139280	"psi-mi:""MI:0463""(biogrid)"
Akt1	Mapk14	17015449	"psi-mi:""MI:0463""(biogrid)"
Akt1	Foxo1	18388859|18388859	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Akt1	Ccdc88a	15753085	"psi-mi:""MI:0463""(biogrid)"
Akt1	Gsk3a	18851840|20576936	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Akt1	Ppargc1a	17554339	"psi-mi:""MI:0463""(biogrid)"
Akt1	Map3k5	11154276	"psi-mi:""MI:0469""(IntAct)"
Akt1	Sirt1	21775285	"psi-mi:""MI:0469""(IntAct)"
Akt1	Arrb2	16051150|19122674	"psi-mi:""MI:0463""(biogrid)|MI:0465(dip)"
Akt1	Hspb2	17015449	"psi-mi:""MI:0463""(biogrid)"
Akt1	Smad3	15104092	MI:0974(innatedb)
Akt1	Btbd10	18160256|18160256	"psi-mi:""MI:0463""(biogrid)|MI:0974(innatedb)"
Akt1	Hsp90aa1	MINT-6978742|10995457|18566586|18566586	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Akt1	Ppp2ca	16051150	"psi-mi:""MI:0463""(biogrid)"
Akt1	Hsp90ab1	10995457	"psi-mi:""MI:0463""(biogrid)"
Akt1	Lmna	18388859|23686339|18388859	"psi-mi:""MI:0471""(MINT)|MI:0465(dip)|psi-mi:""MI:0471""(MINT)"
Akt1	Ctnnd1	17993462	"psi-mi:""MI:0463""(biogrid)"
Akt1	Gapdh	18388859|18388859	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Akt1	Hist1h2bc	11435472	"psi-mi:""MI:0463""(biogrid)"
Akt1	Prkcz	17220321	MI:0974(innatedb)
Akt1	Gsk3b	20576936|18851840	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Akt1	Ppp2r2b	16051150	"psi-mi:""MI:0463""(biogrid)"
Akt1	Kctd20	24156551	"psi-mi:""MI:0463""(biogrid)"
Akt1	Akt2	15545269	"psi-mi:""MI:0463""(biogrid)"
Akt1	Mapkapk2	17015449	"psi-mi:""MI:0463""(biogrid)"
Akt1	Arrb1	16051150	"psi-mi:""MI:0463""(biogrid)"
Akt1s1	Ywhaq	20127721|20127721	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Akt1s1	Mtor	19276681	MI:0974(innatedb)
Akt2	Kctd20	24156551	"psi-mi:""MI:0463""(biogrid)"
Akt2	Pak1	17012749	MI:0974(innatedb)
Akt2	Clip3	19139280|19139280	"psi-mi:""MI:0463""(biogrid)|MI:0974(innatedb)"
Akt2	Btbd10	18160256|18160256	"psi-mi:""MI:0463""(biogrid)|MI:0974(innatedb)"
Akt2	Gsk3b	20576936	"psi-mi:""MI:0463""(biogrid)"
Akt2	Gsk3a	20576936	"psi-mi:""MI:0463""(biogrid)"
Akt2	Phb2	17565718	MI:0974(innatedb)
Akt3	Btbd10	18160256|18160256	"MI:0974(innatedb)|psi-mi:""MI:0463""(biogrid)"
Alas2	Alas2	8688429	"psi-mi:""MI:0463""(biogrid)"
Aldh4a1	Aldh4a1	22516612	"psi-mi:""MI:0486""(UniProt)"
Alk	Shc1	15226403	"psi-mi:""MI:0463""(biogrid)"
Alox5	Alox5ap	19075240	"psi-mi:""MI:0463""(biogrid)"
Als2	Grip1	17093100	"psi-mi:""MI:0463""(biogrid)"
Als2	Dlg4	17093100	"psi-mi:""MI:0463""(biogrid)"
Als2	Gria2	17093100	"psi-mi:""MI:0463""(biogrid)"
Als2	Sod1	20339559	"psi-mi:""MI:0463""(biogrid)"
Alx4	Lef1	11696550	MI:0974(innatedb)
Ambra1	Park2	21753002	"psi-mi:""MI:0463""(biogrid)"
Amelx	Amelx	21825148	MI:0465(dip)
Amfr	Rad23b	16709668	"psi-mi:""MI:0486""(UniProt)"
Amfr	Mgrn1	26743086	"psi-mi:""MI:0463""(biogrid)"
Amfr	Ubxn1	16709668	"psi-mi:""MI:0486""(UniProt)"
Amfr	Vcp	16709668|16709668	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0486""(UniProt)"
Amfr	Derl2	18216283	MI:0974(innatedb)
Amfr	Ngly1	16709668|16709668	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0486""(UniProt)"
Amigo1	Kcnb1	MINT-8298551|22056818	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Amph	Ap2a2	7730311|7730311	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Amph	Dnm3	23640057	"psi-mi:""MI:0469""(IntAct)"
Amph	Dnm1	23640057	"psi-mi:""MI:0469""(IntAct)"
Amph	Capn2	17541403|17541403	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Amph	Dnm2	23640057|9525921	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Amy1	Akap8	12414807	"psi-mi:""MI:0463""(biogrid)"
Anapc2	Invs	12471060	"psi-mi:""MI:0463""(biogrid)"
Ang3	Ang3	23170778|23170778	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ank2	Dctn4	19109891	"psi-mi:""MI:0469""(IntAct)"
Ank2	Ehd3	20489164	"psi-mi:""MI:0486""(UniProt)"
Ank2	Ehd1	20489164	"psi-mi:""MI:0486""(UniProt)"
Ank2	Ehd2	20489164	"psi-mi:""MI:0486""(UniProt)"
Ank2	Ehd4	20489164	"psi-mi:""MI:0486""(UniProt)"
Ank2	Actg1	19109891	"psi-mi:""MI:0469""(IntAct)"
Ank3	Hook1	15823567	"psi-mi:""MI:0463""(biogrid)"
Ank3	Pik3r1	16377635	MI:0974(innatedb)
Ankrd2	Id3	23824195	"psi-mi:""MI:0486""(UniProt)"
Ankrd27	Rab38	18477474	"psi-mi:""MI:0486""(UniProt)"
Ankrd27	Rab40c	25661869	"psi-mi:""MI:0463""(biogrid)"
Ankrd37	Fem1b	21723927	"psi-mi:""MI:0463""(biogrid)"
Ankrd37	Ubc	21723927	"psi-mi:""MI:0463""(biogrid)"
Ankrd6	Dvl2	17032765	MI:0465(dip)
Anks4b	Ush1c	15461667	"psi-mi:""MI:0463""(biogrid)"
Ankzf1	Vcp	21070972	"psi-mi:""MI:0469""(IntAct)"
Anp32a	Hdac2	17557114|17557114	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Anp32a	E4f1	17557114	"psi-mi:""MI:0463""(biogrid)"
Anpep	Tlr4	25801433	MI:0974(innatedb)
Anxa1	Dysf	14506282	"psi-mi:""MI:0463""(biogrid)"
Anxa2	Sumo1	25775977|IM-24056	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Anxa2	Dysf	14506282	"psi-mi:""MI:0463""(biogrid)"
Anxa2	Rps27a	15620714|15620714	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Anxa2	Prkce	15251432|15251432	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Anxa7	Sri	14644162	"psi-mi:""MI:0463""(biogrid)"
Ap1b1	Grb2	18789888	MI:0974(innatedb)
Ap1g1	Ap1m1	24843023|23415225	"psi-mi:""MI:0486""(UniProt)|psi-mi:""MI:0469""(IntAct)"
Ap1g1	Syt1	20203623|MINT-7949277	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ap1m1	Ap1g1	23415225	"psi-mi:""MI:0469""(IntAct)"
Ap2a1	Grin2b	16710293|16710293	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ap2a1	Eps15	17626015	"psi-mi:""MI:0486""(UniProt)"
Ap2a1	Sgip1	17626015	"psi-mi:""MI:0486""(UniProt)"
Ap2a2	Necap1	24130457	MI:0465(dip)
Ap2a2	Dnm1	7730311|7730311	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ap2a2	Eps15	10430869	"psi-mi:""MI:0471""(MINT)"
Ap2a2	Ap2s1	12086608	"psi-mi:""MI:0469""(IntAct)"
Ap2b1	Pip5k1c	17290217	"psi-mi:""MI:0471""(MINT)"
Ap2b1	Eps15	9182572	"psi-mi:""MI:0463""(biogrid)"
Apba1	Rab6b	23737971	"psi-mi:""MI:0469""(IntAct)"
Apba1	Cask	9822620	"psi-mi:""MI:0463""(biogrid)"
Apbb1	Enah	9407065	"psi-mi:""MI:0463""(biogrid)"
Apbb1	Rnf157	25342469	"psi-mi:""MI:0463""(biogrid)"
Apbb1ip	Kras	15642358|15642358	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Apbb1ip	Hras	15642358|15642358	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Apbb1ip	Vasp	15642358|15642358	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Apbb1ip	Enah	15642358|15642358	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Apbb2	Mapk8	15629131	"psi-mi:""MI:0463""(biogrid)"
Apbb2	Apbb2	15629131|15629131	"psi-mi:""MI:0463""(biogrid)|MI:0974(innatedb)"
Apc	Ctnna1	17989230	"psi-mi:""MI:0463""(biogrid)"
Apc	Apobec1	17875695	"psi-mi:""MI:0463""(biogrid)"
Apc	Plau	17893885	"psi-mi:""MI:0463""(biogrid)"
Apc	Sparc	17299058	"psi-mi:""MI:0463""(biogrid)"
Apc	Myc	17377531	"psi-mi:""MI:0463""(biogrid)"
Apc	Ccnd1	15314168	"psi-mi:""MI:0463""(biogrid)"
Apc	Ptgs2	10987272|8945508	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Apc	Axin2	9554852	"psi-mi:""MI:0463""(biogrid)"
Apc	Sat1	15958588	"psi-mi:""MI:0463""(biogrid)"
Apc	Ppard	15380519	"psi-mi:""MI:0463""(biogrid)"
Apc	Mmp7	9037065	"psi-mi:""MI:0463""(biogrid)"
Apc	Ptgs1	10987272	"psi-mi:""MI:0463""(biogrid)"
Apc	Esr2	18464259	"psi-mi:""MI:0463""(biogrid)"
Apc	Terc	11381263	"psi-mi:""MI:0463""(biogrid)"
Apc	Pla2g4a	10969066	"psi-mi:""MI:0463""(biogrid)"
Apc	Gsk3b	8638126|21487015	"psi-mi:""MI:1332""(bhf-ucl)|MI:0974(innatedb)"
Apc	Trp53	17200209|10716720	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Apc	Dvl2	MINT-7890890|20224554	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Apc	Prkca	16849539	"psi-mi:""MI:0463""(biogrid)"
Apc	Asph	11773073	"psi-mi:""MI:0463""(biogrid)"
Apc	Il6	18056981	"psi-mi:""MI:0463""(biogrid)"
Apc	Ctnnb1	16611247|9554852|15327768|10477752	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|MI:0974(innatedb)"
Apc	Nos2	11606502	"psi-mi:""MI:0463""(biogrid)"
Apc	Ptgs2	11533709	"psi-mi:""MI:0463""(biogrid)"
Apc	Axin1	15327768	"psi-mi:""MI:0463""(biogrid)"
Apc	Nr5a2	15684064	"psi-mi:""MI:0463""(biogrid)"
Apc	Ptges	18485889	"psi-mi:""MI:0463""(biogrid)"
Apc	Nos2	11731407	"psi-mi:""MI:0463""(biogrid)"
Apc	Jun	16007074	"psi-mi:""MI:0463""(biogrid)"
Apc	Myd88	17615359	"psi-mi:""MI:0463""(biogrid)"
Apc	Muc1	15020226	"psi-mi:""MI:0463""(biogrid)"
Apc	Bub1b	15767571	"psi-mi:""MI:0463""(biogrid)"
Apc	Pla2g2a	9288104|9159163|8978063|17299058|10451698|8978062	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Apc	Btc	18656477	"psi-mi:""MI:0463""(biogrid)"
Apc	Mapre2	15207235	"psi-mi:""MI:0463""(biogrid)"
Apc	Dnmt1	10919675	"psi-mi:""MI:0463""(biogrid)"
Apc	Gucy2c	17681179	"psi-mi:""MI:0463""(biogrid)"
Apc	Smad4	9506519|10626800|10708962|11197776	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Apc	H19	18719115	"psi-mi:""MI:0463""(biogrid)"
Apc	Otud7b	18281465	"psi-mi:""MI:0463""(biogrid)"
Apc	Myc	17596282	"psi-mi:""MI:0463""(biogrid)"
Apc	Klf4	17671182	"psi-mi:""MI:0463""(biogrid)"
Apc	Cebpb	21487015	MI:0974(innatedb)
Apc	Pxn	MINT-7890890|20224554	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Apc	Scrib	16611247	"psi-mi:""MI:0463""(biogrid)"
Apex1	Hdac2	22441348	"psi-mi:""MI:0463""(biogrid)"
Apex1	Hdac1	22441348	"psi-mi:""MI:0463""(biogrid)"
Apex1	Mutyh	24209961	"psi-mi:""MI:0463""(biogrid)"
Apex1	Sin3a	22441348	"psi-mi:""MI:0463""(biogrid)"
Aph1a	Psen2	15474363	"psi-mi:""MI:0463""(biogrid)"
Aph1a	Psen1	15474363	"psi-mi:""MI:0463""(biogrid)"
Aplp1	Cpeb1	16314516	"psi-mi:""MI:0463""(biogrid)"
Aplp1	Dab1	10460257	"psi-mi:""MI:0469""(IntAct)"
Aplp1	Pcdh18	11716507	"psi-mi:""MI:0469""(IntAct)"
Aplp1	App	16193067	"psi-mi:""MI:0469""(IntAct)"
Aplp2	Dab1	10460257	"psi-mi:""MI:0469""(IntAct)"
Aplp2	App	16193067	"psi-mi:""MI:0469""(IntAct)"
Aplp2	Aplp1	16193067	"psi-mi:""MI:0469""(IntAct)"
Apoa1	Apoa1	11744719	"psi-mi:""MI:0463""(biogrid)"
Apoa1	Apob	15654758	"psi-mi:""MI:0463""(biogrid)"
Apoa1	Apoe	15654758	"psi-mi:""MI:0463""(biogrid)"
Apoa1bp	Apoa1bp	22940582	MI:0465(dip)
Apoe	Set	21289314	"psi-mi:""MI:0463""(biogrid)"
App	Apba2	11517249|11517249	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
App	Aplp1	16193067	"psi-mi:""MI:0469""(IntAct)"
App	Apbb2	11517249|11517249	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
App	Kif1a	11144355	"psi-mi:""MI:0463""(biogrid)"
App	Calr	23585889	"psi-mi:""MI:0469""(IntAct)"
App	Apbb1	11517249	"psi-mi:""MI:0471""(MINT)"
App	Gga1	17005855	"psi-mi:""MI:0463""(biogrid)"
App	Dab1	12826668	"psi-mi:""MI:0486""(UniProt)"
App	Shc3	11877420	"psi-mi:""MI:0469""(IntAct)"
App	Ranbp9	19251705	"psi-mi:""MI:0463""(biogrid)"
App	Numb	12011466|12011466	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
App	Stub1	17317785	"psi-mi:""MI:0463""(biogrid)"
App	Apbb3	11517249|11517249	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
App	Mapk8ip1	11724784|11517249|11517249|11724784	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
